time,x,y,S1,S2,S3,S4
0.000000,0.200000,0.600000,0.255762,-0.242042,0.142028,0.007427
0.000000,0.300000,0.600000,0.311507,-0.196026,0.037255,0.205057
0.000000,0.400000,0.600000,0.384755,-0.162188,-0.063827,0.411901
0.000000,0.500000,0.600000,0.407854,-0.133560,-0.120379,0.512764
0.000000,0.600000,0.600000,0.343079,-0.105721,-0.110368,0.444479
0.000000,0.700000,0.600000,0.225536,-0.079545,-0.058750,0.272260
0.000000,0.800000,0.600000,0.120096,-0.058229,-0.009473,0.113478
0.000000,0.900000,0.600000,0.057891,-0.042961,0.015899,0.025147
0.000000,1.000000,0.600000,0.030502,-0.032481,0.021907,-0.006289
0.000000,0.000000,0.700000,0.292243,-0.390389,0.318702,-0.217398
0.000000,0.100000,0.700000,0.241569,-0.304971,0.239082,-0.144525
0.000000,0.200000,0.700000,0.225697,-0.240028,0.161665,-0.045914
0.000000,0.300000,0.700000,0.246468,-0.191670,0.079733,0.089667
0.000000,0.400000,0.700000,0.281423,-0.155266,0.003660,0.228573
0.000000,0.500000,0.700000,0.287279,-0.125483,-0.041631,0.298845
0.000000,0.600000,0.700000,0.239747,-0.098799,-0.042881,0.261152
0.000000,0.700000,0.700000,0.160498,-0.075189,-0.016273,0.156871
0.000000,0.800000,0.700000,0.090030,-0.056215,0.010163,0.060137
0.000000,0.900000,0.700000,0.047684,-0.042278,0.022566,0.007037
0.000000,1.000000,0.700000,0.027957,-0.032311,0.023569,-0.010805
0.000000,0.000000,0.800000,0.289918,-0.390234,0.320221,-0.221523
0.000000,0.100000,0.800000,0.232247,-0.304347,0.245170,-0.161064
0.000000,0.200000,0.800000,0.198238,-0.238189,0.179598,-0.094631
0.000000,0.300000,0.800000,0.187068,-0.187691,0.118527,-0.015718
0.000000,0.400000,0.800000,0.187050,-0.148944,0.065296,0.061140
0.000000,0.500000,0.800000,0.177158,-0.118107,0.030290,0.103473
0.000000,0.600000,0.800000,0.145374,-0.092478,0.018755,0.093718
0.000000,0.700000,0.800000,0.101098,-0.071210,0.022522,0.051486
0.000000,0.800000,0.800000,0.062571,-0.054376,0.028097,0.011421
0.000000,0.900000,0.800000,0.038361,-0.041653,0.028654,-0.009503
0.000000,1.000000,0.800000,0.025632,-0.032155,0.025087,-0.014929
0.000000,0.000000,0.900000,0.288599,-0.390145,0.321083,-0.223864
0.000000,0.100000,0.900000,0.226953,-0.303992,0.248628,-0.170456
0.000000,0.200000,0.900000,0.182647,-0.237144,0.189781,-0.122292
0.000000,0.300000,0.900000,0.153341,-0.185431,0.140555,-0.075556
0.000000,0.400000,0.900000,0.133464,-0.145355,0.100293,-0.033929
0.000000,0.500000,0.900000,0.114631,-0.113918,0.071127,-0.007460
0.000000,0.600000,0.900000,0.091788,-0.088888,0.053752,-0.001351
0.000000,0.700000,0.900000,0.067370,-0.068951,0.044550,-0.008352
0.000000,0.800000,0.900000,0.046980,-0.053331,0.038280,-0.016241
0.000000,0.900000,0.900000,0.033068,-0.041298,0.032111,-0.018895
0.000000,1.000000,0.900000,0.024312,-0.032067,0.025949,-0.017271
0.000000,0.000000,1.000000,0.288089,-0.390111,0.321415,-0.224768
0.000000,0.100000,1.000000,0.224911,-0.303856,0.249961,-0.174079
0.000000,0.200000,1.000000,0.176631,-0.236741,0.193710,-0.132965
0.000000,0.300000,1.000000,0.140327,-0.184560,0.149055,-0.098645
0.000000,0.400000,1.000000,0.112788,-0.143970,0.113797,-0.070612
0.000000,0.500000,1.000000,0.090505,-0.112302,0.086884,-0.050264
0.000000,0.600000,1.000000,0.071112,-0.087503,0.067256,-0.038034
0.000000,0.700000,1.000000,0.054356,-0.068079,0.053049,-0.031441
0.000000,0.800000,1.000000,0.040964,-0.052928,0.042209,-0.026914
0.000000,0.900000,1.000000,0.031025,-0.041162,0.033445,-0.022518
0.000000,1.000000,1.000000,0.023803,-0.032033,0.026282,-0.018175
0.080000,0.000000,0.000000,0.288075,-0.390121,0.321436,-0.224786
0.080000,0.100000,0.000000,0.224855,-0.303894,0.250043,-0.174150
0.080000,0.200000,0.000000,0.176465,-0.236854,0.193952,-0.133174
0.080000,0.300000,0.000000,0.139969,-0.184802,0.149577,-0.099097
0.080000,0.400000,0.000000,0.112219,-0.144355,0.114627,-0.071331
0.080000,0.500000,0.000000,0.089841,-0.112752,0.087853,-0.051103
0.080000,0.600000,0.000000,0.070543,-0.087889,0.068086,-0.038752
0.080000,0.700000,0.000000,0.053998,-0.068321,0.053572,-0.031893
0.080000,0.800000,0.000000,0.040799,-0.053040,0.042450,-0.027123
0.080000,0.900000,0.000000,0.030969,-0.041200,0.033527,-0.022589
0.080000,1.000000,0.000000,0.023789,-0.032042,0.026302,-0.018192
0.080000,0.000000,0.100000,0.288542,-0.390183,0.321165,-0.223935
0.080000,0.100000,0.100000,0.226728,-0.304145,0.248956,-0.170740
0.080000,0.200000,0.100000,0.181983,-0.237594,0.190749,-0.123130
0.080000,0.300000,0.100000,0.151905,-0.186404,0.142650,-0.077369
0.080000,0.400000,0.100000,0.131183,-0.146900,0.103621,-0.036811
0.080000,0.500000,0.100000,0.111969,-0.115722,0.075011,-0.010822
0.080000,0.600000,0.100000,0.089507,-0.090434,0.057081,-0.004232
0.080000,0.700000,0.100000,0.065934,-0.069923,0.046645,-0.010166
0.080000,0.800000,0.100000,0.046316,-0.053781,0.039248,-0.017079
0.080000,0.900000,0.100000,0.032842,-0.041451,0.032440,-0.019179
0.080000,1.000000,0.100000,0.024256,-0.032105,0.026031,-0.017342
0.080000,0.000000,0.200000,0.289753,-0.390346,0.320462,-0.221732
0.080000,0.100000,0.200000,0.231583,-0.304797,0.246139,-0.161903
0.080000,0.200000,0.200000,0.196283,-0.239513,0.182450,-0.097100
0.080000,0.300000,0.200000,0.182839,-0.190556,0.124697,-0.021059
0.080000,0.400000,0.200000,0.180330,-0.153496,0.075099,0.052654
0.080000,0.500000,0.200000,0.169318,-0.123419,0.041729,0.093571
0.080000,0.600000,0.200000,0.138654,-0.097030,0.028558,0.085232
0.080000,0.700000,0.200000,0.096868,-0.074075,0.028692,0.046144
0.080000,0.800000,0.200000,0.060616,-0.055700,0.030949,0.008951
0.080000,0.900000,0.200000,0.037697,-0.042103,0.029623,-0.010341
0.080000,1.000000,0.200000,0.025467,-0.032267,0.025329,-0.015138
0.080000,0.000000,0.300000,0.291885,-0.390632,0.319225,-0.217851
0.080000,0.100000,0.300000,0.240133,-0.305944,0.241176,-0.146338
0.080000,0.200000,0.300000,0.221468,-0.242893,0.167835,-0.051255
0.080000,0.300000,0.300000,0.237319,-0.197868,0.093080,0.078113
0.080000,0.400000,0.300000,0.266887,-0.165113,0.024866,0.210216
0.080000,0.500000,0.300000,0.270318,-0.136974,-0.016887,0.277425
0.080000,0.600000,0.300000,0.225211,-0.108647,-0.021675,0.242794
0.080000,0.700000,0.300000,0.151348,-0.081387,-0.002925,0.145317
0.080000,0.800000,0.300000,0.085801,-0.059080,0.016333,0.054796
0.080000,0.900000,0.300000,0.046248,-0.043250,0.024660,0.005223
0.080000,1.000000,0.300000,0.027599,-0.032553,0.024091,-0.011257
0.080000,0.000000,0.400000,0.294220,-0.390945,0.317870,-0.213601
0.080000,0.100000,0.400000,0.249496,-0.307201,0.235743,-0.129296
0.080000,0.200000,0.400000,0.249043,-0.246594,0.151831,-0.001059
0.080000,0.300000,0.400000,0.296971,-0.205874,0.058461,0.186699
0.080000,0.400000,0.400000,0.361661,-0.177833,-0.030136,0.382735
0.080000,0.500000,0.400000,0.380906,-0.151816,-0.081066,0.478731
0.080000,0.600000,0.400000,0.319985,-0.121366,-0.076677,0.415313
0.080000,0.700000,0.400000,0.211001,-0.089393,-0.037545,0.253903
0.080000,0.800000,0.400000,0.113376,-0.062781,0.000330,0.104992
0.080000,0.900000,0.400000,0.055610,-0.044507,0.019227,0.022265
0.080000,1.000000,0.400000,0.029933,-0.032867,0.022737,-0.007008
0.080000,0.000000,0.500000,0.295271,-0.391086,0.317260,-0.211688
0.080000,0.100000,0.500000,0.253711,-0.307766,0.233297,-0.121622
0.080000,0.200000,0.500000,0.261460,-0.248261,0.144625,0.021543
0.080000,0.300000,0.500000,0.323831,-0.209479,0.042873,0.235593
0.080000,0.400000,0.500000,0.404335,-0.183560,-0.054902,0.460416
0.080000,0.500000,0.500000,0.430701,-0.158499,-0.109965,0.569375
0.080000,0.600000,0.500000,0.362659,-0.127094,-0.101443,0.492995
0.080000,0.700000,0.500000,0.237861,-0.092998,-0.053133,0.302797
0.080000,0.800000,0.500000,0.125793,-0.064447,-0.006876,0.127594
0.080000,0.900000,0.500000,0.059825,-0.045073,0.016781,0.029939
0.080000,1.000000,0.500000,0.030985,-0.033008,0.022127,-0.005094
0.080000,0.000000,0.600000,0.294220,-0.390945,0.317870,-0.213601
0.080000,0.100000,0.600000,0.249496,-0.307201,0.235743,-0.129296
0.080000,0.200000,0.600000,0.249043,-0.246594,0.151831,-0.001059
0.080000,0.300000,0.600000,0.296971,-0.205874,0.058461,0.186699
0.080000,0.400000,0.600000,0.361661,-0.177833,-0.030136,0.382735
0.080000,0.500000,0.600000,0.380906,-0.151816,-0.081066,0.478731
0.080000,0.600000,0.600000,0.319985,-0.121366,-0.076677,0.415313
0.080000,0.700000,0.600000,0.211001,-0.089393,-0.037545,0.253903
0.080000,0.800000,0.600000,0.113376,-0.062781,0.000330,0.104992
0.080000,0.900000,0.600000,0.055610,-0.044507,0.019227,0.022265
0.080000,1.000000,0.600000,0.029933,-0.032867,0.022737,-0.007008
0.080000,0.000000,0.700000,0.291885,-0.390632,0.319225,-0.217851
0.080000,0.100000,0.700000,0.240133,-0.305944,0.241176,-0.146338
0.080000,0.200000,0.700000,0.221468,-0.242893,0.167835,-0.051255
0.080000,0.300000,0.700000,0.237319,-0.197868,0.093080,0.078113
0.080000,0.400000,0.700000,0.266887,-0.165113,0.024866,0.210216
0.080000,0.500000,0.700000,0.270318,-0.136974,-0.016887,0.277425
0.080000,0.600000,0.700000,0.225211,-0.108647,-0.021675,0.242794
0.080000,0.700000,0.700000,0.151348,-0.081387,-0.002925,0.145317
0.080000,0.800000,0.700000,0.085801,-0.059080,0.016333,0.054796
0.080000,0.900000,0.700000,0.046248,-0.043250,0.024660,0.005223
0.080000,1.000000,0.700000,0.027599,-0.032553,0.024091,-0.011257
0.080000,0.000000,0.800000,0.289753,-0.390346,0.320462,-0.221732
0.080000,0.100000,0.800000,0.231583,-0.304797,0.246139,-0.161903
0.080000,0.200000,0.800000,0.196283,-0.239513,0.182450,-0.097100
0.080000,0.300000,0.800000,0.182839,-0.190556,0.124697,-0.021059
0.080000,0.400000,0.800000,0.180330,-0.153496,0.075099,0.052654
0.080000,0.500000,0.800000,0.169318,-0.123419,0.041729,0.093571
0.080000,0.600000,0.800000,0.138654,-0.097030,0.028558,0.085232
0.080000,0.700000,0.800000,0.096868,-0.074075,0.028692,0.046144
0.080000,0.800000,0.800000,0.060616,-0.055700,0.030949,0.008951
0.080000,0.900000,0.800000,0.037697,-0.042103,0.029623,-0.010341
0.080000,1.000000,0.800000,0.025467,-0.032267,0.025329,-0.015138
0.080000,0.000000,0.900000,0.288542,-0.390183,0.321165,-0.223935
0.080000,0.100000,0.900000,0.226728,-0.304145,0.248956,-0.170740
0.080000,0.200000,0.900000,0.181983,-0.237594,0.190749,-0.123130
0.080000,0.300000,0.900000,0.151905,-0.186404,0.142650,-0.077369
0.080000,0.400000,0.900000,0.131183,-0.146900,0.103621,-0.036811
0.080000,0.500000,0.900000,0.111969,-0.115722,0.075011,-0.010822
0.080000,0.600000,0.900000,0.089507,-0.090434,0.057081,-0.004232
0.080000,0.700000,0.900000,0.065934,-0.069923,0.046645,-0.010166
0.080000,0.800000,0.900000,0.046316,-0.053781,0.039248,-0.017079
0.080000,0.900000,0.900000,0.032842,-0.041451,0.032440,-0.019179
0.080000,1.000000,0.900000,0.024256,-0.032105,0.026031,-0.017342
0.080000,0.000000,1.000000,0.288075,-0.390121,0.321436,-0.224786
0.080000,0.100000,1.000000,0.224855,-0.303894,0.250043,-0.174150
0.080000,0.200000,1.000000,0.176465,-0.236854,0.193952,-0.133174
0.080000,0.300000,1.000000,0.139969,-0.184802,0.149577,-0.099097
0.080000,0.400000,1.000000,0.112219,-0.144355,0.114627,-0.071331
0.080000,0.500000,1.000000,0.089841,-0.112752,0.087853,-0.051103
0.080000,0.600000,1.000000,0.070543,-0.087889,0.068086,-0.038752
0.080000,0.700000,1.000000,0.053998,-0.068321,0.053572,-0.031893
0.080000,0.800000,1.000000,0.040799,-0.053040,0.042450,-0.027123
0.080000,0.900000,1.000000,0.030969,-0.041200,0.033527,-0.022589
0.080000,1.000000,1.000000,0.023789,-0.032042,0.026302,-0.018192
0.160000,0.000000,0.000000,0.288062,-0.390128,0.321454,-0.224803
0.160000,0.100000,0.000000,0.224801,-0.303923,0.250118,-0.174220
0.160000,0.200000,0.000000,0.176306,-0.236940,0.194171,-0.133380
0.160000,0.300000,0.000000,0.139625,-0.184989,0.150052,-0.099541
0.160000,0.400000,0.000000,0.111674,-0.144651,0.115381,-0.072037
0.160000,0.500000,0.000000,0.089204,-0.113097,0.088733,-0.051926
0.160000,0.600000,0.000000,0.069997,-0.088184,0.068840,-0.039458
0.160000,0.700000,0.000000,0.053654,-0.068508,0.054046,-0.032338
0.160000,0.800000,0.000000,0.040640,-0.053126,0.042670,-0.027329
0.160000,0.900000,0.000000,0.030915,-0.041229,0.033602,-0.022659
0.160000,1.000000,0.000000,0.023776,-0.032049,0.026321,-0.018210
0.160000,0.000000,0.100000,0.288488,-0.390213,0.321239,-0.224005
0.160000,0.100000,0.100000,0.226512,-0.304262,0.249255,-0.171020
0.160000,0.200000,0.100000,0.181346,-0.237939,0.191629,-0.123954
0.160000,0.300000,0.100000,0.150527,-0.187151,0.144554,-0.079151
0.160000,0.400000,0.100000,0.128994,-0.148087,0.106646,-0.039641
0.160000,0.500000,0.100000,0.109414,-0.117107,0.078541,-0.014125
0.160000,0.600000,0.100000,0.087317,-0.091621,0.060106,-0.007063
0.160000,0.700000,0.100000,0.064556,-0.070670,0.048549,-0.011947
0.160000,0.800000,0.100000,0.045679,-0.054126,0.040128,-0.017903
0.160000,0.900000,0.100000,0.032626,-0.041568,0.032739,-0.019459
0.160000,1.000000,0.100000,0.024202,-0.032134,0.026106,-0.017412
0.160000,0.000000,0.200000,0.289594,-0.390432,0.320682,-0.221937
0.160000,0.100000,0.200000,0.230946,-0.305142,0.247019,-0.162726
0.160000,0.200000,0.200000,0.194407,-0.240531,0.185043,-0.099525
0.160000,0.300000,0.200000,0.178780,-0.192757,0.130306,-0.026307
0.160000,0.400000,0.200000,0.173883,-0.156993,0.084008,0.044317
0.160000,0.500000,0.200000,0.161792,-0.127499,0.052126,0.083843
0.160000,0.600000,0.200000,0.132205,-0.100526,0.037469,0.076895
0.160000,0.700000,0.200000,0.092809,-0.076276,0.034300,0.040897
0.160000,0.800000,0.200000,0.058740,-0.056717,0.033541,0.006526
0.160000,0.900000,0.200000,0.037060,-0.042448,0.030503,-0.011165
0.160000,1.000000,0.200000,0.025308,-0.032353,0.025548,-0.015344
0.160000,0.000000,0.300000,0.291542,-0.390818,0.319700,-0.218295
0.160000,0.100000,0.300000,0.238756,-0.306691,0.243080,-0.148120
0.160000,0.200000,0.300000,0.217410,-0.245094,0.173442,-0.056503
0.160000,0.300000,0.300000,0.228541,-0.202628,0.105210,0.066761
0.160000,0.400000,0.300000,0.252938,-0.172677,0.044140,0.192181
0.160000,0.500000,0.300000,0.254039,-0.145800,0.005605,0.256381
0.160000,0.600000,0.300000,0.211260,-0.116210,-0.002400,0.224760
0.160000,0.700000,0.300000,0.142569,-0.086148,0.009206,0.133965
0.160000,0.800000,0.300000,0.081742,-0.061281,0.021941,0.049548
0.160000,0.900000,0.300000,0.044870,-0.043997,0.026564,0.003442
0.160000,1.000000,0.300000,0.027255,-0.032740,0.024566,-0.011701
0.160000,0.000000,0.400000,0.293674,-0.391241,0.318624,-0.214307
0.160000,0.100000,0.400000,0.247307,-0.308388,0.238768,-0.132126
0.160000,0.200000,0.400000,0.242595,-0.250091,0.160741,-0.009396
0.160000,0.300000,0.400000,0.283020,-0.213438,0.077736,0.168665
0.160000,0.400000,0.400000,0.339496,-0.189850,0.000488,0.354082
0.160000,0.500000,0.400000,0.355043,-0.165838,-0.045333,0.445297
0.160000,0.600000,0.400000,0.297821,-0.133383,-0.046053,0.386660
0.160000,0.700000,0.400000,0.197050,-0.096957,-0.018269,0.235868
0.160000,0.800000,0.400000,0.106928,-0.066277,0.009239,0.096655
0.160000,0.900000,0.400000,0.053421,-0.045694,0.022252,0.019435
0.160000,1.000000,0.400000,0.029388,-0.033163,0.023491,-0.007713
0.160000,0.000000,0.500000,0.294634,-0.391432,0.318140,-0.212511
0.160000,0.100000,0.500000,0.251157,-0.309152,0.236826,-0.124925
0.160000,0.200000,0.500000,0.253934,-0.252341,0.155022,0.011815
0.160000,0.300000,0.500000,0.307553,-0.218304,0.065363,0.214549
0.160000,0.400000,0.500000,0.378472,-0.197583,-0.019168,0.426982
0.160000,0.500000,0.500000,0.400523,-0.174861,-0.068269,0.530362
0.160000,0.600000,0.500000,0.336797,-0.141116,-0.065710,0.459561
0.160000,0.700000,0.500000,0.221582,-0.101824,-0.030641,0.281753
0.160000,0.800000,0.500000,0.118268,-0.068527,0.003521,0.117866
0.160000,0.900000,0.500000,0.057271,-0.046458,0.020310,0.026636
0.160000,1.000000,0.500000,0.030348,-0.033353,0.023007,-0.005918
0.160000,0.000000,0.600000,0.293674,-0.391241,0.318624,-0.214307
0.160000,0.100000,0.600000,0.247307,-0.308388,0.238768,-0.132126
0.160000,0.200000,0.600000,0.242595,-0.250091,0.160741,-0.009396
0.160000,0.300000,0.600000,0.283020,-0.213438,0.077736,0.168665
0.160000,0.400000,0.600000,0.339496,-0.189850,0.000488,0.354082
0.160000,0.500000,0.600000,0.355043,-0.165838,-0.045333,0.445297
0.160000,0.600000,0.600000,0.297821,-0.133383,-0.046053,0.386660
0.160000,0.700000,0.600000,0.197050,-0.096957,-0.018269,0.235868
0.160000,0.800000,0.600000,0.106928,-0.066277,0.009239,0.096655
0.160000,0.900000,0.600000,0.053421,-0.045694,0.022252,0.019435
0.160000,1.000000,0.600000,0.029388,-0.033163,0.023491,-0.007713
0.160000,0.000000,0.700000,0.291542,-0.390818,0.319700,-0.218295
0.160000,0.100000,0.700000,0.238756,-0.306691,0.243080,-0.148120
0.160000,0.200000,0.700000,0.217410,-0.245094,0.173442,-0.056503
0.160000,0.300000,0.700000,0.228541,-0.202628,0.105210,0.066761
0.160000,0.400000,0.700000,0.252938,-0.172677,0.044140,0.192181
0.160000,0.500000,0.700000,0.254039,-0.145800,0.005605,0.256381
0.160000,0.600000,0.700000,0.211260,-0.116210,-0.002400,0.224760
0.160000,0.700000,0.700000,0.142569,-0.086148,0.009206,0.133965
0.160000,0.800000,0.700000,0.081742,-0.061281,0.021941,0.049548
0.160000,0.900000,0.700000,0.044870,-0.043997,0.026564,0.003442
0.160000,1.000000,0.700000,0.027255,-0.032740,0.024566,-0.011701
0.160000,0.000000,0.800000,0.289594,-0.390432,0.320682,-0.221937
0.160000,0.100000,0.800000,0.230946,-0.305142,0.247019,-0.162726
0.160000,0.200000,0.800000,0.194407,-0.240531,0.185043,-0.099525
0.160000,0.300000,0.800000,0.178780,-0.192757,0.130306,-0.026307
0.160000,0.400000,0.800000,0.173883,-0.156993,0.084008,0.044317
0.160000,0.500000,0.800000,0.161792,-0.127499,0.052126,0.083843
0.160000,0.600000,0.800000,0.132205,-0.100526,0.037469,0.076895
0.160000,0.700000,0.800000,0.092809,-0.076276,0.034300,0.040897
0.160000,0.800000,0.800000,0.058740,-0.056717,0.033541,0.006526
0.160000,0.900000,0.800000,0.037060,-0.042448,0.030503,-0.011165
0.160000,1.000000,0.800000,0.025308,-0.032353,0.025548,-0.015344
0.160000,0.000000,0.900000,0.288488,-0.390213,0.321239,-0.224005
0.160000,0.100000,0.900000,0.226512,-0.304262,0.249255,-0.171020
0.160000,0.200000,0.900000,0.181346,-0.237939,0.191629,-0.123954
0.160000,0.300000,0.900000,0.150527,-0.187151,0.144554,-0.079151
0.160000,0.400000,0.900000,0.128994,-0.148087,0.106646,-0.039641
0.160000,0.500000,0.900000,0.109414,-0.117107,0.078541,-0.014125
0.160000,0.600000,0.900000,0.087317,-0.091621,0.060106,-0.007063
0.160000,0.700000,0.900000,0.064556,-0.070670,0.048549,-0.011947
0.160000,0.800000,0.900000,0.045679,-0.054126,0.040128,-0.017903
0.160000,0.900000,0.900000,0.032626,-0.041568,0.032739,-0.019459
0.160000,1.000000,0.900000,0.024202,-0.032134,0.026106,-0.017412
0.160000,0.000000,1.000000,0.288062,-0.390128,0.321454,-0.224803
0.160000,0.100000,1.000000,0.224801,-0.303923,0.250118,-0.174220
0.160000,0.200000,1.000000,0.176306,-0.236940,0.194171,-0.133380
0.160000,0.300000,1.000000,0.139625,-0.184989,0.150052,-0.099541
0.160000,0.400000,1.000000,0.111674,-0.144651,0.115381,-0.072037
0.160000,0.500000,1.000000,0.089204,-0.113097,0.088733,-0.051926
0.160000,0.600000,1.000000,0.069997,-0.088184,0.068840,-0.039458
0.160000,0.700000,1.000000,0.053654,-0.068508,0.054046,-0.032338
0.160000,0.800000,1.000000,0.040640,-0.053126,0.042670,-0.027329
0.160000,0.900000,1.000000,0.030915,-0.041229,0.033602,-0.022659
0.160000,1.000000,1.000000,0.023776,-0.032049,0.026321,-0.018210
0.240000,0.000000,0.000000,0.288049,-0.390133,0.321471,-0.224820
0.240000,0.100000,0.000000,0.224749,-0.303944,0.250185,-0.174288
0.240000,0.200000,0.000000,0.176155,-0.237003,0.194369,-0.133580
0.240000,0.300000,0.000000,0.139298,-0.185126,0.150480,-0.099976
0.240000,0.400000,0.000000,0.111154,-0.144869,0.116062,-0.072727
0.240000,0.500000,0.000000,0.088598,-0.113352,0.089528,-0.052731
0.240000,0.600000,0.000000,0.069478,-0.088403,0.069522,-0.040148
0.240000,0.700000,0.000000,0.053327,-0.068645,0.054475,-0.032772
0.240000,0.800000,0.000000,0.040489,-0.053190,0.042868,-0.027529
0.240000,0.900000,0.000000,0.030864,-0.041251,0.033669,-0.022727
0.240000,1.000000,0.000000,0.023763,-0.032055,0.026338,-0.018227
0.240000,0.000000,0.100000,0.288437,-0.390234,0.321307,-0.224073
0.240000,0.100000,0.100000,0.226306,-0.304349,0.249525,-0.171293
0.240000,0.200000,0.100000,0.180740,-0.238194,0.192424,-0.124759
0.240000,0.300000,0.100000,0.149216,-0.187702,0.146273,-0.080893
0.240000,0.400000,0.100000,0.126911,-0.148963,0.109378,-0.042409
